class;aa_000;ae_000;af_000;ag_000;ag_001;ag_002;ag_003;ag_004;ag_005;ag_006;ag_007;ag_008;ag_009;ah_000;ai_000;aj_000;al_000;am_0;an_000;ao_000;ap_000;aq_000;ar_000;as_000;at_000;au_000;av_000;ax_000;ay_000;ay_001;ay_002;ay_003;ay_004;ay_005;ay_006;ay_007;ay_008;ay_009;az_000;az_001;az_002;az_003;az_004;az_005;az_006;az_007;az_008;az_009;ba_000;ba_001;ba_002;ba_003;ba_004;ba_005;ba_006;ba_007;ba_008;ba_009;bb_000;bc_000;bd_000;be_000;bf_000;bg_000;bh_000;bi_000;bj_000;dl_000;dm_000;dn_000;do_000;dp_000;dq_000;dr_000;ds_000;dt_000;du_000;dv_000;dx_000;dy_000;dz_000;ea_000;eb_000;ee_000;ee_001;ee_002;ee_003;ee_004;ee_005;ee_006;ee_007;ee_008;ee_009;ef_000;eg_000
neg;32662;0;0;0;0;0;0;9980;299558;1096420;792544;64350;14794;1021816;0;0;0;0;1938696;1589032;427896;295176;0;0;3726;0;2102;378;0;0;0;0;0;3456;1328558;945632;0;0;1816;774;1552;5962;1230538;1020458;16546;0;0;0;844932;417632;179184;129740;100004;84998;120372;394066;6718;0;2367110;8;18;514;64;1021816;31142;158972;267362;0;0;18126;14904;3052;0;0;53854;12706;156440;48018;0;0;0;0;4863160;390484;429358;267862;120994;265734;388390;227184;109976;77644;20;0;0
neg;16;0;0;0;0;0;464;3866;656;1626;0;0;0;1616;0;32;1634;2892;17126;16710;5962;320;0;0;0;0;22;60;0;0;0;0;0;0;0;1318;5294;0;70;2;4;926;52;2568;688;2300;2;0;4756;514;248;154;122;68;34;418;114;184;24756;0;10;4;0;1616;158;3972;1972;0;0;194;0;0;0;0;96;42;7240;2766;0;12;0;0;0;4430;1840;110;32;56;38;40;66;0;0;0;0
neg;55602;0;0;0;0;0;3704;896906;1723292;424114;11524;1744;0;1179272;0;0;44890;77074;2650318;2372428;551864;249832;0;0;0;0;304;1630;0;0;0;0;0;11352;142912;1538826;1368194;0;3088;2682;3432;4046;5308;2631940;398492;12296;0;0;1237514;593702;308536;224746;164608;120264;93472;91854;67360;159228;3247652;2588;3982;1154;2;1179272;39730;274712;274372;0;0;19708;14314;2872;9496422;1015330;114612;13750;13040;1294;3019254;50904;0;0;25602280;236906;403322;264718;134136;358064;454510;391850;788192;29586;0;0;0
neg;3702;0;0;0;0;0;0;5662;99864;145200;23704;30;0;133012;0;104;0;0;312614;281116;93996;11598;0;0;0;0;18;122;0;0;0;0;0;0;0;22536;251924;0;892;316;966;2146;6966;239342;23832;0;0;0;146886;74398;32588;9818;5012;3356;2190;212;0;0;406872;78;130;78;0;133012;2580;71108;22212;0;0;2164;0;0;0;0;0;0;0;0;0;0;0;2;2701720;86106;24756;12618;6546;12144;66242;51384;14558;106;0;0;0
neg;16;4;4;0;0;0;0;860;5134;3830;0;0;0;3274;0;0;0;0;15758;12878;7622;1024;0;0;0;0;8;90;0;0;0;0;0;0;0;744;9080;0;154;10;22;1228;120;8290;0;0;0;0;8060;676;162;182;54;42;578;62;6;2;23408;0;0;0;0;3274;212;4950;2654;0;0;176;0;0;0;0;126;26;6760;682;0;0;0;0;0;6382;3170;194;36;42;0;0;0;0;0;0;0
neg;179450;0;0;0;0;0;17354;803162;4881816;4779558;1076714;73994;172;5345374;0;0;17560;25064;10319706;9044562;1641314;1141834;0;0;0;0;2636;4546;0;0;0;0;0;430572;8726756;1034244;1441198;0;5414;1728;3398;1173796;8657222;1790236;976;0;0;0;3840432;2772342;1122378;998900;1024662;1072690;787664;13702;0;0;11979892;0;392;936;152;5345374;153838;947384;686966;0;0;78774;247446;40402;0;0;377326;63436;1591800;253970;0;0;0;0;2585980;1391474;2188866;1944068;839806;1511232;1102558;871652;611436;1118070;53608;0;0
neg;8402;0;0;0;0;0;0;29986;356122;109050;0;0;0;225268;0;0;1246;6190;486750;460330;56662;19074;0;0;0;0;260;192;0;2642;13180;6034;12248;18666;132614;175718;134056;0;1796;76;128;118;1452;491586;2;0;0;0;166252;275114;42272;8900;1534;820;262;4;0;0;544732;58;242;206;0;225268;4774;31290;25162;0;0;2198;180;60;121188;23466;8832;1534;35120;4812;544456;338;0;0;5815260;54306;63346;35524;19832;66724;153230;56180;45806;210;0;0;0
neg;83724;0;0;0;0;0;0;256;235308;3652874;1345802;103030;1868;2390982;0;0;0;0;4776610;4123302;762544;554998;0;0;1014;0;2542;370;0;0;0;0;0;83226;1737210;3311876;206826;0;4638;2512;5290;777398;4095312;453944;44;0;0;0;1268326;1511072;562372;426340;301950;232536;486210;550332;0;0;5540186;434;3190;100;34;2390982;68508;413800;346362;0;0;38796;71296;11436;0;0;129386;26314;1161960;307526;0;0;0;0;4144130;681624;936428;663656;348536;757412;736840;520316;291320;385302;17704;0;0
neg;39608;0;0;0;0;0;0;2422;346024;1516506;527326;9924;0;1181168;0;0;0;0;2260214;2053720;333402;151048;0;0;0;0;0;0;0;0;0;0;0;96302;1164996;716488;424416;0;3324;780;1070;120470;1939888;336196;474;0;0;0;855506;469590;271390;178612;135766;180976;306330;4032;0;0;2594352;0;354;246;38;1181168;31734;189666;142920;0;0;15918;33788;7014;0;0;86242;14140;5231160;564964;0;0;0;0;969340;271962;361878;246504;133186;347642;383838;313028;229906;113270;988;0;0
neg;116;2;2;0;0;0;7356;11846;16616;1782;0;0;0;9822;0;0;3512;7330;35858;34090;16202;2036;0;0;0;0;152;60;0;0;0;0;0;0;0;1202;36398;0;1200;96;72;90;388;35754;0;0;0;0;28026;7882;584;294;108;76;112;202;292;24;55606;2;18;42;0;9822;378;8506;7496;0;0;372;0;0;5100;2540;690;130;52920;5596;4;28;0;0;0;24870;6540;2724;1200;2086;120;26;32;2;0;0;0
neg;12;0;0;0;0;0;0;338;6118;2518;0;0;0;3024;0;0;0;0;18926;15192;20004;948;0;0;0;0;20;6;0;0;0;0;0;0;0;466;8508;0;170;20;40;198;938;172;7434;2;0;0;7246;504;218;272;80;528;84;42;0;0;38960;2;6;4;2;3024;212;17028;2894;0;0;240;0;0;0;0;26;8;5900;584;0;0;0;0;0;6730;2038;58;12;32;26;28;50;0;0;0;0
neg;928;0;0;0;0;0;0;60964;6340;2376;0;0;0;18148;0;0;5810;9404;67908;64692;13768;3016;0;0;0;0;30;52;0;0;0;0;0;0;0;49650;20030;0;476;94;1236;242;422;13356;47410;6444;0;0;37230;9418;11018;5642;3000;2078;1246;48;0;0;87566;4;12;84;0;18148;536;5304;8340;0;0;708;86;14;0;0;456;88;5120;514;0;0;0;0;0;26258;6802;1080;386;898;1308;2900;29818;230;0;0;0
neg;92022;0;0;0;0;0;8504;1232472;3310960;1243152;65270;1648;0;2846942;0;146;29272;48730;5082906;4485230;1448068;481676;0;0;0;0;526;2522;0;0;0;0;0;0;2070;999716;4860220;0;5328;2380;3554;5678;32198;5812816;52;0;0;0;1609258;2581612;1168948;235766;96660;64672;51806;37854;10670;4760;6561604;1924;780;2478;2;2846942;88464;753108;691324;0;0;42954;19518;3558;8928590;1496498;200066;33286;12640;1432;6207396;2522;0;0;12459140;1063910;891674;457274;224244;429532;447802;765814;1567310;14446;0;0;0
neg;22;0;0;0;0;0;0;4824;2860;1010;0;0;0;1586;0;0;1060;2634;9392;7224;22584;618;0;0;0;0;8;62;0;0;0;0;0;0;0;1522;7172;0;112;248;690;86;10;2302;3628;1490;128;0;6928;718;128;66;52;206;408;76;16;96;33086;0;4;0;0;1586;232;18886;3616;0;0;366;0;0;0;0;32;24;5960;600;5376;36;0;0;0;4598;3652;224;54;110;44;12;0;0;0;0;0
neg;10;0;0;0;0;0;120;2134;1628;942;0;0;0;1486;0;260;0;0;6532;4946;11300;334;0;0;0;0;12;26;0;0;0;0;0;0;0;0;4824;0;960;2;8;10;166;3678;0;0;0;0;2944;732;406;142;60;16;12;490;22;0;17846;0;0;0;0;1486;132;10100;1188;0;0;82;0;0;0;110;54;16;780;78;8852;4;0;0;0;3126;1452;66;22;18;14;36;90;0;0;0;0
neg;34;0;0;0;0;0;0;4840;1180;2326;0;0;0;2982;0;90;654;1402;14802;12752;18164;742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8346;0;1386;6;4;12;4;5266;1554;114;0;0;5152;1320;280;398;248;542;140;92;100;74;33628;0;2;2;2;2982;196;15782;2278;0;0;210;0;0;0;0;162;26;10100;1800;0;0;0;0;0;4152;3100;516;170;218;116;60;14;0;0;0;0
neg;41886;0;0;0;0;0;1736;171060;1249400;1285254;324714;23116;802;1373888;0;0;3200;7402;2572320;2061212;682748;441246;0;0;0;0;338;90;0;0;0;0;0;35884;1311398;1245244;463556;0;2526;1224;1916;176536;2013402;859978;500;0;0;0;1173112;680970;292964;212032;176920;297540;222530;14;0;0;3258962;0;108;70;30;1373888;46146;331460;348686;0;0;26640;34728;8600;0;0;119226;21452;102020;88740;0;0;0;0;1886530;592920;528298;361638;210130;533964;420740;289672;97570;21150;0;0;0
neg;40172;0;0;0;0;0;164;322320;1395918;765566;94598;166;0;1109612;0;0;3150;5506;2410294;2138038;585370;228026;0;0;0;0;636;192;0;0;0;0;0;59180;1146378;373024;1000150;0;2450;222;394;4288;713032;1840024;18322;0;0;0;881232;665470;436672;240748;104330;71936;127238;51106;0;0;2999292;254;136;1480;8;1109612;26874;375762;207208;0;0;14362;30780;9270;0;0;48318;8654;13033480;1377330;0;0;0;0;1212860;472984;391274;177196;99024;298760;370196;307088;182236;248056;31918;0;0
neg;14;0;0;0;0;0;0;2;330;4500;0;0;0;1518;0;94;0;0;5634;4116;14708;256;0;0;0;0;14;40;0;0;0;0;0;0;0;0;4832;0;184;20;30;230;1448;384;2536;0;0;0;3026;314;148;318;270;614;92;20;24;6;20352;0;2;0;0;1518;116;13632;948;0;0;98;0;0;0;0;0;0;0;0;9842;20;0;0;0;3334;1026;164;38;54;42;86;88;0;0;0;0
neg;35466;0;0;0;0;0;72776;452918;660392;822370;493732;75430;2224;1110544;0;0;49814;66032;2404734;2250844;367736;146262;0;0;0;0;348;132;0;2826;18226;12578;48166;52312;739030;1133690;573014;0;1536;522;772;16186;1098730;1430632;31464;0;0;0;1009174;512358;286854;245126;139726;88302;118112;166956;13110;124;2822864;246;704;886;14;1110544;22836;206296;160908;0;0;12398;18324;4190;0;0;62896;14256;34860;10540;0;0;0;0;34465130;528892;384240;283110;172904;455794;618804;98454;23110;14344;190;0;0
neg;45800;0;0;0;0;0;0;43244;787304;1357958;495108;15752;0;1326214;0;0;0;0;2404832;2107314;436844;220608;0;0;0;0;292;106;0;0;0;0;0;27650;2495982;174248;1486;0;5300;1860;1836;3256;51162;2635808;144;0;0;0;1009130;704130;305952;212666;149520;112202;128662;77102;2;0;2842496;116;224;392;0;1326214;43924;253496;182082;0;0;22782;39148;10430;0;0;99302;14932;65720;8760;0;0;0;0;5799150;311670;335960;142292;117248;525678;606834;476720;173738;9226;0;0;0
neg;40516;0;0;0;0;0;0;1292;202426;1881834;396550;17030;4958;1243278;0;0;0;0;2139984;1813068;519000;276580;0;0;0;0;0;0;0;0;0;0;0;638566;1823034;12128;30362;0;1804;776;1094;1426;44798;2454186;6;0;0;0;985670;525906;209134;151664;111696;128034;384992;6994;0;0;2659492;498;700;472;264;1243278;35486;265178;250026;0;0;20582;26664;4768;0;0;80712;11282;2700520;330768;0;0;0;0;515070;376196;400220;267294;110064;217724;232832;366152;304776;212196;16636;0;0
neg;42678;0;0;0;0;0;0;3348;629336;1472734;373514;18018;0;1136732;0;0;0;0;2428994;2238244;329266;159784;0;0;0;0;384;662;0;0;0;0;0;20450;924978;990772;560750;0;2522;486;828;6826;1514750;971508;30;0;0;0;695416;713854;318074;230430;171326;148500;199234;20116;0;0;2758376;48;144;790;6;1136732;25040;224014;104582;0;0;12082;31060;14136;0;0;54418;12410;6811380;706866;0;0;0;0;3764870;300914;337416;282586;140828;268918;295044;286738;233246;348398;2862;0;0
neg;22;0;0;0;0;0;0;2396;1592;1040;0;0;0;2016;0;0;0;0;10656;9362;6156;396;0;0;0;0;26;70;0;0;0;0;0;0;0;0;5028;0;1094;8;2;4;6;106;3808;0;0;0;3070;556;188;318;108;86;462;102;60;78;16818;0;4;6;0;2016;126;5178;966;0;0;88;0;0;1626;694;218;40;660;366;0;8;0;0;0;2842;1424;282;74;146;86;138;36;0;0;0;0
neg;125824;0;0;0;0;0;138188;2572030;3161732;1220556;148424;19522;0;3172880;0;58;164186;228774;6813612;6454222;1099662;338350;4;0;0;0;238;1080;0;0;0;0;0;0;370788;6220312;669352;0;7324;2980;4008;5718;81734;6864242;250924;43522;0;0;2804466;2157042;686252;408324;313634;304302;228956;243556;91206;22714;8079310;1548;686;1522;10;3172880;61776;761868;331878;0;0;39980;143898;20702;15529656;1590350;197582;23178;34788740;3479008;7894426;109892;0;0;7536680;620946;910316;774554;450468;873470;1146428;2389426;84696;10146;2;0;0
neg;228;0;0;0;0;0;4586;12198;37866;20388;3088;0;0;33446;6284;0;3784;9486;46420;22340;84080;12556;12;0;0;0;154;34;0;0;0;0;0;0;0;0;78126;0;2230;1520;4102;5258;24676;40340;0;0;0;0;63318;10192;2252;682;550;332;226;400;152;22;134448;10;4;4;0;33446;1266;42440;39746;0;0;1686;24;10;19274;6474;1506;306;87960;9830;42934;198;0;0;0;55678;13266;3866;1570;1968;530;332;916;0;0;0;0
neg;580614;0;0;0;0;0;19206;1634150;17133010;18176044;2291198;29416;0;21047538;7660;0;12364;31284;31551316;25053458;8295872;5976312;0;0;0;0;0;0;0;0;0;0;0;1345184;26014982;11909178;13680;0;86628;22864;42578;8780788;27269410;3080744;10;2;0;0;6681020;11161750;2945322;3155152;3361016;3855382;4272868;3424268;408130;18116;39861586;86;256;3412;578;21047538;809580;3494736;4773816;na;na;550124;619066;168872;2852895668;33117272;2133268;250142;52670160;39487052;0;51016;0;0;na;3853804;8784832;6324408;3380646;7494230;4430648;2390076;1147484;1465062;11834;0;0
neg;0;0;0;0;0;0;0;682;1142;1084;0;0;0;1140;0;0;0;0;2332;1150;26458;250;0;0;0;0;2;74;0;0;0;0;0;0;0;1946;962;0;22;0;4;408;560;1278;636;0;0;0;1476;310;162;152;174;34;444;96;20;40;28798;0;4;0;2;1140;70;25738;710;0;0;66;0;0;0;0;46;20;4120;410;10358;48;0;0;0;1676;804;110;50;86;88;94;0;0;0;0;0
neg;4;2;6;0;0;0;0;42;3338;3094;596;0;0;2384;0;270;0;0;7578;4556;11524;1172;0;0;0;0;12;10;0;0;0;0;0;0;0;0;7066;0;1004;18;20;18;42;5964;0;0;0;0;6068;138;98;126;44;70;40;414;64;4;19110;0;4;0;0;2384;152;7878;3452;0;0;198;0;0;284;70;28;10;2860;286;7366;14;0;0;0;5622;1220;54;20;24;38;40;48;0;0;0;0
pos;199350;0;0;0;0;0;100714;1590532;1711948;649544;95398;7226;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3700;508;0;0;0;0;0;0;0;437824;3717538;0;12694;5870;6668;10820;94506;680994;3339262;4548;0;0;1395894;1381280;368640;278254;196262;145382;112084;130346;88076;59144;0;2010;382;4520;46;0;0;0;0;0;0;0;44922;9992;23166422;3749362;245926;80464;114180;19712;13706486;9022;0;0;65111070;993706;544308;282224;95380;237386;479518;899682;615538;7440;180;0;0
neg;90;0;0;0;0;0;0;284;9702;2860;0;0;0;4734;0;0;0;0;13408;9182;21520;1122;0;0;0;0;74;44;0;0;0;0;0;0;0;3528;9318;0;148;24;46;54;1490;11084;0;0;0;0;10980;864;370;154;34;78;366;0;0;0;34966;4;6;12;4;4734;302;17822;3682;0;0;298;0;0;2320;412;156;44;37980;3764;33816;4;0;0;0;8252;3536;942;72;38;6;0;0;0;0;0;0
neg;34272;0;0;0;0;6304;1135050;1158432;58420;1302;0;0;0;817164;0;96;451992;589346;1661498;1899448;358100;114888;0;0;0;0;2948;3098;0;0;0;0;0;0;67730;2065966;225812;0;4534;402;626;826;1278;978228;505978;867636;0;0;801260;499844;375362;225968;134786;87638;62826;50558;53258;68008;2472794;3650;4026;1350;12;817164;27894;142462;214764;0;0;22302;6190;1292;0;0;116850;16708;5507400;673284;0;0;0;0;0;313642;470424;479528;123956;240398;82466;335894;312298;902;0;0;0
neg;44820;0;0;0;0;0;0;1336;122234;2063972;722750;69402;8050;1540994;0;0;0;0;2638528;2305118;1170748;269396;0;0;0;0;1240;292;0;0;0;0;0;79490;820972;1393900;693382;0;2686;3488;8976;253596;2275880;443094;24;0;0;0;805686;693608;338178;295572;262360;212996;185264;193968;112;0;3809900;14;16;1004;4;1540994;40998;904556;262976;0;0;23340;34890;7246;0;0;60018;11556;325680;44404;0;0;0;0;5550790;323954;624020;422790;213532;514190;402296;319262;63288;99676;4736;0;0
neg;29652;0;0;0;0;0;0;856;237004;1326436;477784;5082;0;1078120;0;0;0;0;1885628;1729678;285678;129680;0;0;0;0;0;0;0;0;0;0;0;6502;909150;898088;233422;0;4476;2098;4518;10864;997606;1019480;8120;0;0;0;879544;282722;164414;124152;108310;135188;287562;65270;0;0;2171518;0;34;124;86;1078120;22882;158936;125622;0;0;11100;29256;4772;0;0;73744;12812;1387960;651108;0;0;0;0;12294910;390774;344682;265316;137640;259536;190866;153188;98620;199806;6734;0;0
neg;1354;0;0;0;0;0;0;72;40198;37540;0;0;0;37654;0;0;0;0;76216;71522;19778;2348;0;0;0;0;56;28;0;0;0;0;0;0;31536;6694;39580;0;1458;22;38;56;104;72392;3740;0;0;0;25096;40210;8816;2838;316;348;180;6;0;0;96012;6;198;10;2;37654;686;15858;3872;0;0;346;98;32;0;0;740;164;380;38;0;0;0;0;354120;9486;7304;2800;1596;3302;52774;294;112;142;0;0;0
neg;2934;0;0;0;0;0;0;108;91446;71720;5714;0;0;79602;0;0;0;0;164466;154932;12248;6682;0;0;0;0;86;172;0;0;0;0;0;0;41948;5452;121588;0;116;24;34;36;404;168360;14;0;0;0;46952;110150;10804;944;126;12;0;0;0;0;176760;0;740;250;0;79602;1408;5652;6540;0;0;660;144;96;0;0;3180;556;1141760;114560;0;0;0;0;1934960;14806;16736;13428;9088;26952;83860;3818;204;96;0;0;0
neg;61476;0;0;0;0;0;0;6190;858578;2455810;743470;69898;7414;1845762;0;0;0;0;3590992;3025368;751590;503336;0;0;1014;0;1716;538;0;0;0;0;0;32058;1372418;2566572;170312;0;3320;846;1402;119258;2947990;1068474;70;0;0;0;1387488;904834;347058;255654;192850;153502;202074;694798;3102;0;4343192;12;376;182;38;1845762;53820;382954;366824;0;0;31106;39826;7786;0;0;125736;18866;77520;33408;0;0;0;0;2197470;664982;692776;551844;249414;539890;653038;397486;192068;199628;234;0;0
neg;1942;0;0;0;0;0;0;190;35210;66058;10796;0;0;48114;0;0;0;0;107560;98142;13474;6018;0;0;0;0;172;46;0;0;0;0;0;5144;90400;2924;13786;0;124;32;58;98;22960;88978;4;0;0;0;47708;42366;12994;7436;1480;220;48;2;0;0;121076;50;748;14;2;48114;1004;6518;6824;0;0;632;252;54;0;0;1284;252;540680;54116;0;0;0;0;941050;12376;11562;4374;2940;9256;71554;192;0;0;0;0;0
neg;1254;0;0;0;0;0;0;240;32652;49554;92;0;0;36540;0;0;0;0;80146;73194;12462;2774;0;0;0;0;0;0;0;0;0;0;0;0;42324;38972;1242;0;1474;92;198;270;9052;71446;6;0;0;0;42658;22016;8508;4458;2348;1160;886;364;140;0;92668;10;184;48;12;36540;960;5714;6710;0;0;564;306;70;0;0;1524;334;219600;22610;0;576;0;0;253760;19056;11716;3182;1086;2752;30060;1346;856;11470;1014;0;0
neg;40888;0;0;0;0;0;0;2284;283708;1870988;638730;27212;1044;1165610;0;0;0;0;2512136;2172348;485902;271778;0;0;0;0;248;70;0;0;0;0;0;326610;1615902;784042;97412;0;2562;1770;1696;121648;1986252;709988;50;0;0;0;1143018;591866;242274;176152;134944;118662;221786;195264;0;0;2998720;48;66;546;12;1165610;27442;243412;239486;0;0;17308;46596;7126;0;0;85954;10714;164120;17894;0;0;0;0;1727240;324722;592044;484096;278656;499928;330418;138228;67162;102158;6554;0;0
neg;37310;0;0;0;0;0;0;497762;1343904;266218;20554;0;0;971282;0;316;1394;2138;1885064;1665490;324816;181944;0;0;0;0;136;1194;0;0;0;0;0;0;86438;1861828;180172;0;6248;9652;10326;10700;197706;1893806;0;0;0;0;491366;878386;311974;149250;83740;54258;46596;68808;42148;1912;2211632;28;34;38298;0;971282;27646;136822;186704;0;0;11888;5192;2574;2945656;334346;48016;7506;9163220;949804;2149010;31848;0;0;0;302958;244286;141412;71456;157062;96390;243920;866024;4930;0;0;0
neg;12592;0;0;0;0;0;0;189530;346810;213786;8460;0;0;341312;0;0;5510;8680;738588;665718;104624;57008;0;0;0;0;796;290;0;0;0;0;0;3380;296682;169720;288804;0;692;154;242;1974;304388;445608;5522;6;0;0;238558;184850;90318;63646;52604;41140;47634;39834;2;0;848974;0;20;594;6;341312;9876;51352;52992;0;0;5278;6976;1446;0;0;23574;5114;8700;5674;0;0;0;0;1301040;93492;123780;79990;40368;87766;129482;37494;39916;115990;10308;0;0
neg;62252;0;0;0;0;0;1876;116886;2094386;1305040;60288;2504;0;1715894;0;0;718;1172;3381550;3114636;319040;216362;0;0;0;0;312;84;0;0;0;0;0;39306;1999256;1413504;128914;0;2752;598;1466;76320;2637474;846740;15620;10;0;0;1077002;728272;260466;231896;255718;311512;537806;178308;0;0;3701906;0;590;70;18;1715894;35754;172558;145854;0;0;17320;52358;9824;0;0;134638;20106;31940;7626;0;0;0;0;3214320;497594;497230;364658;193188;381026;320956;246080;211052;691976;177220;0;0
neg;121698;0;0;0;0;0;0;11362;1210030;4507518;1999086;117816;16316;3259270;16594;0;0;0;6881058;5737046;1527190;972920;0;0;0;0;1244;430;0;0;0;0;0;95128;3853556;3721074;192366;0;9572;7300;6532;35190;5408384;2394838;306;2;0;0;2000144;2336558;846156;664518;585888;524268;570358;334158;74;0;8409872;12;18;20;16;3259270;87060;779058;739236;0;0;56910;74986;21280;0;0;72490;13384;26920840;3023010;0;0;0;0;21650230;777566;1418484;1274062;637550;1456280;1170328;565278;240328;314248;8000;0;0
neg;2380;0;0;0;0;0;0;338;66106;89034;7352;0;0;70436;0;0;0;0;153832;130940;31226;14496;0;0;0;0;446;124;0;0;0;0;0;8704;109964;16338;27824;0;704;702;642;964;10216;149600;2;0;0;0;77824;62516;14496;6232;1028;400;230;104;0;0;185172;88;1174;12;0;70436;2664;13748;17264;0;0;1648;1224;514;201898;24502;3026;546;854800;86088;171842;74;0;0;1379290;29586;23612;13508;7716;15246;71214;1632;196;120;0;0;0
neg;89872;0;0;0;0;0;181156;3881996;1505076;74380;1882;0;0;1902958;0;204;266786;394874;4812316;4545230;1434220;339906;0;0;0;0;524;1786;0;0;0;0;0;1316;170264;3680784;1792126;0;4930;1754;3102;4754;6582;995154;4426294;194888;7032;0;2921182;1072350;482802;340130;233326;151036;105748;105534;69716;162666;6515506;154;10034;12858;16;1902958;69630;893234;537066;0;0;38208;5550;3314;6603990;934848;106678;21764;29961660;2997354;6394988;9854;0;0;3393590;765428;944414;500006;297736;424734;376246;2190352;143438;2136;0;0;0
neg;3168;0;0;0;0;0;0;454;7262;102078;64364;318;0;74142;0;0;0;0;187130;175662;17810;7934;0;0;0;0;266;60;0;0;0;0;0;0;56532;117944;0;0;132;28;62;58;6388;167212;596;0;0;0;78906;72674;17204;4882;498;160;104;48;0;0;204984;8;828;50;0;74142;1392;10366;7404;0;0;704;604;176;0;0;1260;288;360;32;0;0;0;0;2168020;14148;12612;5974;3068;48800;89874;0;0;0;0;0;0
neg;6252;0;0;0;0;0;0;246;139876;223186;19154;174;0;181306;3060;164;0;0;348722;303578;116666;29726;0;0;0;0;20;56;0;0;0;0;0;0;0;36170;346466;0;4138;4544;3536;5976;39174;325268;0;0;0;0;106990;139320;82872;23916;10360;6216;5020;6764;1176;2;465542;56;314;164;12;181306;5450;70496;46028;0;0;3210;786;254;628768;86662;8896;1312;804480;81930;436394;88;0;0;0;83140;37924;19186;7676;15270;30284;45550;143338;268;0;0;0
neg;53168;0;0;0;0;0;0;692;46362;4827638;1922982;17172;0;3010156;7916;0;0;0;4814232;3092084;2202546;1668236;0;0;41204;0;3890;546;0;0;0;0;0;4188;206406;6334724;269528;0;4142;1726;1814;1185090;4805934;815998;142;0;0;0;3614910;1058790;492534;373524;314150;287320;353348;320270;0;0;7016850;0;430;868;0;3010156;139334;501386;1692848;0;0;81052;37026;8528;0;0;175464;32412;692860;130976;0;0;0;0;23168000;2857010;1474004;930080;466126;773960;203178;59682;36922;13884;0;0;0
neg;41072;0;0;0;0;0;0;1894;176572;2073396;679520;76872;7174;1426996;0;66;0;0;2763614;2499680;474916;215020;0;0;0;0;272;64;0;0;0;0;0;13862;865516;1845376;290674;0;2700;804;1508;57928;1920500;1027626;4362;0;0;0;1369902;572444;220876;167654;147474;146566;178774;211682;56;0;3239082;72;344;160;2;1426996;41228;279850;194390;0;0;19534;24014;4362;0;0;87762;15328;688840;86202;0;0;0;0;1482300;589720;611066;412070;184848;361194;303534;194680;118274;207478;32564;0;0
neg;39358;0;0;0;0;0;0;50678;1535914;1474258;164686;8308;630;1494458;0;294;744;1196;2638934;2151280;791498;392322;0;0;0;0;728;278;0;0;0;0;0;31650;1943842;652968;606014;0;3706;698;1048;1268;7272;3216104;4378;0;0;0;1551174;612088;237988;169252;135086;128814;245008;155064;0;0;3432232;72;128;394;2;1494458;59198;326956;462316;0;0;31912;31838;5616;0;0;104688;24178;478460;64024;0;0;0;0;0;740578;867420;342640;139060;253466;220094;224598;172524;265554;8540;0;0
neg;42434;0;0;0;0;0;0;79190;1770798;1292428;170766;13528;344;1532638;0;0;0;0;2922050;2514682;489802;358268;0;0;0;0;2038;338;0;0;0;0;0;0;1786624;421352;1119078;0;1676;262;360;602;1840;3266546;55764;4;0;0;754980;1226882;333648;219314;173370;213618;403634;1608;0;0;3412428;0;80;254;0;1532638;45328;227456;260616;0;0;24132;39542;15972;0;0;65588;11450;18473920;3076056;0;0;0;0;41435080;629206;928728;339654;149990;376978;289532;215998;144972;250588;1408;0;0
neg;778776;na;na;0;0;0;0;587688;24127508;62982186;30386086;4536676;180840;35660686;4347102;195754;8932;17416;65669314;49239732;38493270;15757896;na;0;3043900;9648;na;na;0;0;0;0;0;5664514;83043354;34081176;11940;0;730216;4530258;14217662;9795168;20928596;72281700;316556;762;40;26;70709286;11923810;7176520;6124198;5647742;5659514;6244926;8438712;875786;2016;104190110;na;na;na;na;35660686;2029454;12509388;25876330;na;na;1659732;na;na;na;na;na;na;na;na;na;na;na;na;na;44537478;50187116;13429206;3422618;5355506;2813966;1342792;756086;924032;32184;na;na
neg;67030;0;0;0;0;0;0;37172;2073736;3251954;466864;1442;0;2686738;0;0;864;1842;5493050;5227254;434180;243166;0;0;0;0;220;134;0;0;0;0;0;0;0;2053780;3777388;0;3856;392;524;584;52844;5195880;574696;2392;0;0;3284866;1400266;528586;246918;141910;87208;57816;42624;24256;16718;5928074;3314;5034;10902;0;2686738;54860;181814;251570;0;0;19670;12944;2230;6380804;949850;209234;26180;6880;806;5914846;11032;0;0;66030570;2020834;736346;666302;285276;477860;653076;742198;247844;1432;0;0;0
neg;59768;0;0;0;0;0;0;1816;176020;2528066;1035900;35594;356;1964688;0;0;0;0;3401468;3072480;1066400;275170;0;0;0;0;228;102;0;0;0;0;0;38220;1500158;2063010;176364;0;13442;9820;14406;167638;2710802;861398;232;12;0;2;1452770;829586;548372;416446;276790;142032;71550;40198;8;0;4468324;218;456;2190;0;1964688;45396;782876;278368;0;0;21860;53498;9238;0;0;88112;13950;8725140;932970;0;0;0;0;537880;348332;675096;581330;309254;726814;542218;264358;126476;188074;15800;0;0
